Relatório de Clientes por Grupo

Total de Grupos: 13
Total de Clientes: 9485
Total de Cidades: 128

Cod.Cliente;Cliente;Cod.IBGE
Cliente 288152;PEQ7529;4111803
Cliente 288154;PEQ7530;3541406
Cliente 288177;PEQ7532;3516705
Cliente 288231;PEQ7537;4101507
Cliente 288306;PEQ7540;4101507
Cliente 288308;PEQ7542;3506508
Cliente 288311;PEQ7543;3523107
Cliente 288316;PEQ7545;3506508
Cliente 288323;PEQ7546;3525706
Cliente 288329;PEQ7548;4119905
Cliente 288331;PEQ7549;3535507
Cliente 288333;PEQ7550;4115200
Cliente 288340;PEQ7551;4106902
Cliente 288353;PEQ7552;3506508
Cliente 288391;PEQ7554;3524808
Cliente 288414;PEQ7556;4112801
Cliente 288419;PEQ7558;3527108
Cliente 288450;PEQ7559;4107504
Cliente 288452;PEQ7560;4119905
Cliente 288462;PEQ7561;4106902
Cliente 288463;PEQ7562;4107504
Cliente 288497;PEQ7578;4109708
Cliente 288511;PEQ7582;4106902
Cliente 288520;PEQ7584;4106902
Cliente 288532;PEQ7585;4125506
Cliente 288542;PEQ7587;3556206
Cliente 288561;PEQ7591;4102406
Cliente 288611;PEQ7600;3541406
Cliente 288636;PEQ7606;4113700
Cliente 288651;PEQ7612;3557105
Cliente 288669;PEQ7614;4106902
Cliente 288692;PEQ7615;3522505
Cliente 288712;PEQ7617;3553401
Cliente 288716;PEQ7618;3514403
Cliente 288718;PEQ7619;3553401
Cliente 288719;PEQ7620;3553401
Cliente 288722;PEQ7621;4125506
Cliente 288747;PEQ7625;4126256
Cliente 288754;PEQ7627;3506508
Cliente 288755;PEQ7628;3513009
Cliente 288757;PEQ7629;3518800
Cliente 288776;PEQ7631;4101507
Cliente 288777;PEQ7632;3535507
Cliente 288782;PEQ7633;4107504
Cliente 288810;PEQ7649;3550308
Cliente 288819;PEQ7651;4113700
Cliente 288821;PEQ7652;4104808
Cliente 288822;PEQ7653;3523107
Cliente 288828;PEQ7654;3519071
Cliente 288838;PEQ7656;4104808
Cliente 288922;PEQ7657;4100400
Cliente 288929;PEQ7658;4121000
Cliente 288930;PEQ7659;3543402
Cliente 288950;PEQ7661;3524808
Cliente 288959;PEQ7664;4103701
Cliente 288960;PEQ7665;4100400
Cliente 288961;PEQ7666;4102406
Cliente 288967;PEQ7668;4106902
Cliente 288978;PEQ7669;3510401
Cliente 288980;PEQ7670;3506508
Cliente 288984;PEQ7671;4104808
Cliente 288986;PEQ7672;4106902
Cliente 289013;PEQ7677;4106902
Cliente 289051;PEQ7679;3550308
Cliente 289052;PEQ7680;3523107
Cliente 289055;PEQ7681;4106902
Cliente 289063;PEQ7684;3554102
Cliente 289068;PEQ7685;4113700
Cliente 289071;PEQ7686;4104808
Cliente 289072;PEQ7687;4106902
Cliente 289084;PEQ7689;3542404
Cliente 289113;PEQ7690;3502804
Cliente 289158;PEQ7693;4102406
Cliente 289245;PEQ7699;3555000
Cliente 289260;PEQ7702;3304557
Cliente 289261;PEQ7703;4106902
Cliente 289263;PEQ7705;3550308
Cliente 289329;PEQ7711;3201902
Cliente 289384;PEQ7713;3501608
Cliente 289386;PEQ7714;3530300
Cliente 289443;PEQ7717;3518800
Cliente 289462;PEQ7722;3551603
Cliente 289466;PEQ7724;3556206
Cliente 289501;PEQ7727;3502804
Cliente 289524;PEQ7728;4126256
Cliente 289526;PEQ7729;4112801
Cliente 289527;PEQ7730;4115200
Cliente 289537;PEQ7732;4119905
Cliente 289553;PEQ7735;3550308
Cliente 289581;PEQ7739;4118204
Cliente 289610;PEQ7741;4106902
Cliente 289621;PEQ7749;3500105
Cliente 289640;PEQ7752;3502804
Cliente 289646;PEQ7754;3503208
Cliente 289655;PEQ7756;4106902
Cliente 289723;PEQ7761;3549805
Cliente 289742;PEQ7765;3516705
Cliente 289764;PEQ7770;4106902
Cliente 289777;PEQ7773;3550308
Cliente 289782;PEQ7775;4118204
Cliente 289784;PEQ7776;3556206
Cliente 289810;PEQ7778;3519071
Cliente 289811;PEQ7779;4104808
Cliente 289812;PEQ7780;4106902
Cliente 289816;PEQ7782;3502804
Cliente 289836;PEQ7785;3530300
Cliente 289839;PEQ7786;3506508
Cliente 289858;PEQ7790;3516705
Cliente 289887;PEQ7792;3507605
Cliente 289906;PEQ7795;3507605
Cliente 289909;PEQ7796;3502804
Cliente 289937;PEQ7798;3557105
Cliente 289938;PEQ7799;3516705
Cliente 289956;PEQ7801;3502804
Cliente 289957;PEQ7802;3555000
Cliente 289963;PEQ7804;4106902
Cliente 289964;PEQ7805;3529005
Cliente 289973;PEQ7806;3549805
Cliente 289974;PEQ7807;3549805
Cliente 289976;PEQ7808;3535507
Cliente 289986;PEQ7811;3549805
Cliente 289987;PEQ7812;3549805
Cliente 290005;PEQ7814;3549805
Cliente 290006;PEQ7815;3549805
Cliente 290007;PEQ7816;4113700
Cliente 290009;PEQ7818;3517802
Cliente 290028;PEQ7825;3534708
Cliente 290032;PEQ7826;3516705
Cliente 290038;PEQ7828;4113700
Cliente 290039;PEQ7829;3550308
Cliente 290040;PEQ7830;3522505
Cliente 290041;PEQ7831;3520509
Cliente 290058;PEQ7834;3540804
Cliente 290061;PEQ7835;4125506
Cliente 290063;PEQ7836;4106902
Cliente 290083;PEQ7842;4101507
Cliente 290092;PEQ7844;4106902
Cliente 290098;PEQ7845;4104808
Cliente 290108;PEQ7846;3557105
Cliente 290133;PEQ7853;4105508
Cliente 290140;PEQ7857;3534708
Cliente 290141;PEQ7858;4214805
Cliente 290144;PEQ7859;3525706
Cliente 290145;PEQ7860;3525706
Cliente 290155;PEQ7863;3534708
Cliente 290164;PEQ7864;4124103
Cliente 290165;PEQ7865;3534708
Cliente 290180;PEQ7867;3529005
Cliente 290183;PEQ7868;3304557
Cliente 290187;PEQ7870;3529005
Cliente 290193;PEQ7871;3529005
Cliente 290196;PEQ7872;3529005
Cliente 290199;PEQ7874;4125506
Cliente 290204;PEQ7876;4104808
Cliente 290208;PEQ7877;4101507
Cliente 290213;PEQ7878;3529005
Cliente 290219;PEQ7879;4125506
Cliente 290221;PEQ7880;3502804
Cliente 290227;PEQ7882;3557105
Cliente 290231;PEQ7884;3550308
Cliente 290236;PEQ7886;4119905
Cliente 290248;PEQ7888;4100400
Cliente 290256;PEQ7893;3519071
Cliente 290257;PEQ7894;5002704
Cliente 290279;PEQ7898;4102406
Cliente 290280;PEQ7899;3511003
Cliente 290281;PEQ7900;3501608
Cliente 290285;PEQ7902;4112801
Cliente 290288;PEQ7904;3543402
Cliente 290290;PEQ7905;3545803
Cliente 290291;PEQ7906;3507605
Cliente 290295;PEQ7908;3549805
Cliente 290300;PEQ7910;4112801
Cliente 290314;PEQ7916;4121000
Cliente 290315;PEQ7917;4111803
Cliente 290322;PEQ7919;3507605
Cliente 290350;PEQ7920;3537305
Cliente 290353;PEQ7923;3501608
Cliente 290358;PEQ7924;4125506
Cliente 290368;PEQ7927;4112801
Cliente 290371;PEQ7928;4112801
Cliente 290375;PEQ7929;3536109
Cliente 290386;PEQ7930;3506508
Cliente 290389;PEQ7931;4106902
Cliente 290398;PEQ7932;3550308
Cliente 290403;PEQ7934;3519071
Cliente 290405;PEQ7936;3547809
Cliente 290438;PEQ7945;4100400
Cliente 290442;PEQ7948;4107504
Cliente 290443;PEQ7949;4107504
Cliente 290456;PEQ7954;4104808
Cliente 290459;PEQ7955;4107504
Cliente 290460;PEQ7956;4115200
Cliente 290468;PEQ7958;3538709
Cliente 290479;PEQ7960;3529005
Cliente 290493;PEQ7964;3550308
Cliente 290503;PEQ7968;3521606
Cliente 290509;PEQ7969;3507605
Cliente 290510;PEQ7970;3550308
Cliente 290545;PEQ7980;3541406
Cliente 290567;PEQ7988;3525706
Cliente 290568;PEQ7989;3502804
Cliente 290581;PEQ7996;4105508
Cliente 290601;PEQ7999;4125506
Cliente 290606;PEQ8001;3534708
Cliente 290607;PEQ8002;3502804
Cliente 290624;PEQ8005;3549805
Cliente 290641;PEQ8006;3506508
Cliente 290643;PEQ8008;3557105
Cliente 290655;PEQ8009;3506508
Cliente 290686;PEQ8012;4124103
Cliente 290690;PEQ8013;3506508
Cliente 290713;PEQ8015;3557105
Cliente 290716;PEQ8017;3506508
Cliente 290717;PEQ8018;3506508
Cliente 290722;PEQ8019;3550308
Cliente 290726;PEQ8020;3549805
Cliente 290734;PEQ8023;3546405
Cliente 290739;PEQ8025;3503208
Cliente 290767;PEQ8029;3506508
Cliente 290770;PEQ8030;3541406
Cliente 290789;PEQ8032;3506508
Cliente 290793;PEQ8034;3541406
Cliente 290808;PEQ8036;3550308
Cliente 290813;PEQ8038;3511003
Cliente 290815;PEQ8039;3506508
Cliente 290818;PEQ8040;4118204
Cliente 290819;PEQ8041;4106902
Cliente 290820;PEQ8042;3549805
Cliente 290823;PEQ8043;3550308
Cliente 290841;PEQ8049;4114807
Cliente 290842;PEQ8050;3506508
Cliente 290852;PEQ8054;4107504
Cliente 290856;PEQ8055;3539202
Cliente 290859;PEQ8056;4114807
Cliente 290868;PEQ8057;4107504
Cliente 290871;PEQ8058;3550308
Cliente 290875;PEQ8061;3538709
Cliente 290887;PEQ8063;4125506
Cliente 290906;PEQ8065;3506508
Cliente 290913;PEQ8068;3534708
Cliente 290928;PEQ8071;4104808
Cliente 290959;PEQ8075;3502804
Cliente 290967;PEQ8076;3537305
Cliente 290968;PEQ8077;4102406
Cliente 290985;PEQ8079;4123907
Cliente 290989;PEQ8080;3506508
Cliente 290992;PEQ8081;4118204
Cliente 290993;PEQ8082;4101507
Cliente 290994;PEQ8083;4126256
Cliente 290998;PEQ8084;4128104
Cliente 291000;PEQ8085;4101507
Cliente 291011;PEQ8086;4117503
Cliente 291014;PEQ8087;3550308
Cliente 291028;PEQ8090;3546405
Cliente 291037;PEQ8091;3551603
Cliente 291041;PEQ8093;4111803
Cliente 291050;PEQ8094;3530300
Cliente 291052;PEQ8095;3530300
Cliente 291063;PEQ8097;3554102
Cliente 291064;PEQ8098;3529005
Cliente 291069;PEQ8100;3525706
Cliente 291079;PEQ8103;3523107
Cliente 291089;PEQ8108;3550308
Cliente 291097;PEQ8109;4122404
Cliente 291109;PEQ8110;4104808
Cliente 291112;PEQ8111;3502804
Cliente 291115;PEQ8112;4105508
Cliente 291118;PEQ8113;3543402
Cliente 291129;PEQ8115;3530300
Cliente 291130;PEQ8116;3510401
Cliente 291134;PEQ8118;3537305
Cliente 291135;PEQ8119;3536109
Cliente 291160;PEQ8124;3541406
Cliente 291162;PEQ8125;3517802
Cliente 291168;PEQ8127;3541406
Cliente 291193;PEQ8136;3529005
Cliente 291195;PEQ8138;4112801
Cliente 291207;PEQ8146;3520509
Cliente 291208;PEQ8147;4100400
Cliente 291227;PEQ8150;3524808
Cliente 291228;PEQ8151;3530300
Cliente 291286;PEQ8187;4106902
Cliente 291296;PEQ8192;4106902
Cliente 291303;PEQ8193;4115200
Cliente 291313;PEQ8194;3544608
Cliente 291318;PEQ8196;4115200
Cliente 291342;PEQ8201;3541406
Cliente 291355;PEQ8203;3525706
Cliente 291361;PEQ8205;3549805
Cliente 291368;PEQ8206;4119905
Cliente 291370;PEQ8207;4106902
Cliente 291373;PEQ8208;3500105
Cliente 291381;PEQ8209;4112801
Cliente 291387;PEQ8210;3555000
Cliente 291388;PEQ8211;3517802
Cliente 291389;PEQ8212;4124103
Cliente 291412;PEQ8215;3502804
Cliente 291418;PEQ8217;3517802
Cliente 291421;PEQ8219;3541406
Cliente 291440;PEQ8225;3518800
Cliente 291462;PEQ8229;4121000
Cliente 291468;PEQ8232;3550308
Cliente 291473;PEQ8234;4128104
Cliente 291480;PEQ8237;4106902
Cliente 291489;PEQ8238;4104808
Cliente 291496;PEQ8239;4104808
Cliente 291498;PEQ8240;4117503
Cliente 291500;PEQ8241;4127106
Cliente 291501;PEQ8242;3537305
Cliente 291516;PEQ8250;4123907
Cliente 291521;PEQ8251;4118204
Cliente 291522;PEQ8252;4101507
Cliente 291525;PEQ8253;4103701
Cliente 291541;PEQ8254;3525706
Cliente 291542;PEQ8255;3527108
Cliente 291553;PEQ8257;3507605
Cliente 291579;PEQ8263;4104808
Cliente 291588;PEQ8268;3525706
Cliente 291601;PEQ8271;3501608
Cliente 291632;PEQ8281;4104808
Cliente 291650;PEQ8284;3515509
Cliente 291656;PEQ8287;4104808
Cliente 291671;PEQ8291;3537305
Cliente 291672;PEQ8292;3549805
Cliente 291691;PEQ8293;4216602
Cliente 291733;PEQ8299;4106902
Cliente 291734;PEQ8300;3552205
Cliente 291749;PEQ8304;3505500
Cliente 291752;PEQ8306;3518800
Cliente 291762;PEQ8307;3502804
Cliente 291771;PEQ8310;3144607
Cliente 291803;PEQ8316;4115200
Cliente 291810;PEQ8317;4115200
Cliente 291814;PEQ8318;4111803
Cliente 291817;PEQ8320;3517802
Cliente 291844;PEQ8321;3550308
Cliente 291861;PEQ8324;3522505
Cliente 291868;PEQ8327;3534708
Cliente 291876;PEQ8328;3517802
Cliente 291882;PEQ8329;3519071
Cliente 291884;PEQ8330;3515509
Cliente 291893;PEQ8331;3550308
Cliente 291895;PEQ8333;3503208
Cliente 291899;PEQ8334;3506508
Cliente 291903;PEQ8336;3502804
Cliente 291909;PEQ8337;4103701
Cliente 291912;PEQ8338;3502804
Cliente 291920;PEQ8340;4110706
Cliente 291929;PEQ8341;3501608
Cliente 291931;PEQ8343;3523107
Cliente 291937;PEQ8344;3549805
Cliente 291980;PEQ8349;5103403
Cliente 291981;PEQ8350;4125506
Cliente 292024;PEQ8352;4118204
Cliente 292050;PEQ8354;4124103
Cliente 292065;PEQ8357;3524808
Cliente 292079;PEQ8363;4112801
Cliente 292081;PEQ8364;4108304
Cliente 292085;PEQ8365;4127106
Cliente 292088;PEQ8366;4127106
Cliente 292089;PEQ8367;4121000
Cliente 292090;PEQ8368;4121000
Cliente 292112;PEQ8369;4123907
Cliente 292116;PEQ8371;3515509
Cliente 292123;PEQ8372;3515509
Cliente 292124;PEQ8373;3501608
Cliente 292132;PEQ8376;4103701
Cliente 292144;PEQ8377;3517802
Cliente 292146;PEQ8379;3502804
Cliente 292172;PEQ8380;3534708
Cliente 292174;PEQ8381;4104808
Cliente 292194;PEQ8386;4108304
Cliente 292206;PEQ8387;4102406
Cliente 292234;PEQ8389;4100400
Cliente 292240;PEQ8391;3530300
Cliente 292253;PEQ8392;4112801
Cliente 292276;PEQ8394;3520509
Cliente 292280;PEQ8395;3502804
Cliente 292282;PEQ8396;3504008
Cliente 292289;PEQ8397;3545803
Cliente 292293;PEQ8400;4126256
Cliente 292299;PEQ8401;4117503
Cliente 292303;PEQ8403;4111803
Cliente 292304;PEQ8404;4102406
Cliente 292310;PEQ8405;5008305
Cliente 292311;PEQ8406;4102406
Cliente 292330;PEQ8412;3530300
Cliente 292344;PEQ8414;3545803
Cliente 292346;PEQ8415;3523107
Cliente 292353;PEQ8418;3542404
Cliente 292354;PEQ8419;3542404
Cliente 292368;PEQ8422;3542404
Cliente 292381;PEQ8425;4106902
Cliente 292382;PEQ8426;4128104
Cliente 292389;PEQ8428;3527108
Cliente 292400;PEQ8431;4107504
Cliente 292402;PEQ8432;4120705
Cliente 292404;PEQ8433;4100400
Cliente 292405;PEQ8434;4119905
Cliente 292413;PEQ8437;4104808
Cliente 292415;PEQ8438;3506508
Cliente 292418;PEQ8439;3541406
Cliente 292419;PEQ8440;3529005
Cliente 292428;PEQ8442;4104808
Cliente 292429;PEQ8443;4109708
Cliente 292431;PEQ8445;3519071
Cliente 292432;PEQ8446;3533403
Cliente 292437;PEQ8447;3534708
Cliente 292440;PEQ8448;4108304
Cliente 292441;PEQ8449;3529005
Cliente 292454;PEQ8454;3539202
Cliente 292461;PEQ8457;3529005
Cliente 292464;PEQ8458;3518800
Cliente 292487;PEQ8459;4104808
Cliente 292503;PEQ8462;4113700
Cliente 292504;PEQ8463;3515509
Cliente 292531;PEQ8464;3506508
Cliente 292534;PEQ8465;4101507
Cliente 292535;PEQ8466;3528106
Cliente 292542;PEQ8468;4112801
Cliente 292571;PEQ8470;3549805
Cliente 292576;PEQ8471;3530300
Cliente 292578;PEQ8472;3530300
Cliente 292579;PEQ8473;3550308
Cliente 292581;PEQ8474;3552205
Cliente 292582;PEQ8475;3530300
Cliente 292586;PEQ8476;3510401
Cliente 292587;PEQ8477;3515509
Cliente 292589;PEQ8478;3515509
Cliente 292642;PEQ8481;4108304
Cliente 292654;PEQ8483;3552205
Cliente 292655;PEQ8484;3507605
Cliente 292656;PEQ8485;4108304
Cliente 292658;PEQ8486;4104808
Cliente 292659;PEQ8487;3531407
Cliente 292664;PEQ8488;3515509
Cliente 292666;PEQ8489;3502804
Cliente 292669;PEQ8490;4127106
Cliente 292715;PEQ8495;4112801
Cliente 292718;PEQ8496;3550308
Cliente 292719;PEQ8497;3550308
Cliente 292720;PEQ8498;3526902
Cliente 292722;PEQ8499;4116901
Cliente 292739;PEQ8504;4104808
Cliente 292740;PEQ8505;4106902
Cliente 292751;PEQ8508;3530300
Cliente 292756;PEQ8509;4101507
Cliente 292759;PEQ8511;4112801
Cliente 292764;PEQ8512;3520509
Cliente 292775;PEQ8515;3507605
Cliente 292786;PEQ8517;4101507
Cliente 292820;PEQ8523;4105508
Cliente 292823;PEQ8524;4101507
Cliente 292830;PEQ8525;3545803
Cliente 292834;PEQ8526;4119905
Cliente 292837;PEQ8527;4118204
Cliente 292841;PEQ8528;3530300
Cliente 292842;PEQ8529;3549805
Cliente 292857;PEQ8538;4107504
Cliente 292861;PEQ8539;3549805
Cliente 292863;PEQ8541;3536109
Cliente 292864;PEQ8542;3538709
Cliente 292865;PEQ8543;3556206
Cliente 292869;PEQ8544;3556206
Cliente 292874;PEQ8545;4108304
Cliente 292881;PEQ8547;3519071
Cliente 292882;PEQ8548;3501608
Cliente 292883;PEQ8549;3506508
Cliente 292884;PEQ8550;3506508
Cliente 292885;PEQ8551;3551603
Cliente 292886;PEQ8552;3500105
Cliente 292888;PEQ8553;3500105
Cliente 292895;PEQ8555;3507605
Cliente 292896;PEQ8556;3536109
Cliente 292898;PEQ8557;3531407
Cliente 292900;PEQ8558;4102406
Cliente 292910;PEQ8560;3511003
Cliente 292925;PEQ8562;4124103
Cliente 292926;PEQ8563;3541406
Cliente 292949;PEQ8566;3550308
Cliente 292957;PEQ8569;4101507
Cliente 292959;PEQ8570;4101507
Cliente 292973;PEQ8572;4102406
Cliente 292974;PEQ8573;4106902
Cliente 292979;PEQ8575;4101507
Cliente 293014;PEQ8576;3530300
Cliente 293023;PEQ8578;3512407
Cliente 293033;PEQ8581;3550308
Cliente 293034;PEQ8582;3521606
Cliente 293050;PEQ8583;3552205
Cliente 293056;PEQ8585;4123907
Cliente 293057;PEQ8586;4123907
Cliente 293062;PEQ8587;4128104
Cliente 293063;PEQ8588;4128104
Cliente 293095;PEQ8591;4106902
Cliente 293097;PEQ8592;4104808
Cliente 293099;PEQ8593;3509502
Cliente 293113;PEQ8594;3556206
Cliente 293122;PEQ8595;3529005
Cliente 293123;PEQ8596;4120705
Cliente 293125;PEQ8597;4125506
Cliente 293127;PEQ8598;3538709
Cliente 293128;PEQ8599;3538709
Cliente 293132;PEQ8600;3527108
Cliente 293135;PEQ8601;3550308
Cliente 293138;PEQ8603;4108304
Cliente 293139;PEQ8604;3551603
Cliente 293147;PEQ8605;4112801
Cliente 293149;PEQ8606;4109708
Cliente 293150;PEQ8607;4112801
Cliente 293156;PEQ8608;3550308
Cliente 293157;PEQ8609;3550308
Cliente 293160;PEQ8610;3513009
Cliente 293161;PEQ8611;3506508
Cliente 293162;PEQ8612;3506508
Cliente 293165;PEQ8614;3526902
Cliente 293166;PEQ8615;3550308
Cliente 293168;PEQ8616;4121000
Cliente 293169;PEQ8617;4118204
Cliente 293170;PEQ8618;3532603
Cliente 293174;PEQ8619;3518800
Cliente 293175;PEQ8620;3541406
Cliente 293188;PEQ8621;4109708
Cliente 293192;PEQ8622;3529005
Cliente 293193;PEQ8623;4105508
Cliente 293195;PEQ8624;3523107
Cliente 293196;PEQ8625;3523107
Cliente 293213;PEQ8628;4103701
Cliente 293231;PEQ8632;3523107
Cliente 293233;PEQ8634;3518800
Cliente 293237;PEQ8635;3523107
Cliente 293248;PEQ8637;4101507
Cliente 293249;PEQ8638;3552205
Cliente 293263;PEQ8642;3538709
Cliente 293268;PEQ8643;3519071
Cliente 293269;PEQ8644;4128104
Cliente 293272;PEQ8646;3548708
Cliente 293274;PEQ8647;4117503
Cliente 293277;PEQ8649;3506508
Cliente 293283;PEQ8651;3548708
Cliente 293289;PEQ8653;4126256
Cliente 293290;PEQ8654;4107504
Cliente 293317;PEQ8657;3541406
Cliente 293318;PEQ8658;3549805
Cliente 293325;PEQ8660;3550308
Cliente 293331;PEQ8662;3530300
Cliente 293347;PEQ8663;4119905
Cliente 293357;PEQ8665;3515509
Cliente 293370;PEQ8668;4115200
Cliente 293375;PEQ8669;3518800
Cliente 293391;PEQ8670;3550308
Cliente 293402;PEQ8671;3538709
Cliente 293437;PEQ8675;3538709
Cliente 293444;PEQ8681;3523107
Cliente 293446;PEQ8683;3517802
Cliente 293450;PEQ8684;4123907
Cliente 293453;PEQ8685;3538709
Cliente 293469;PEQ8687;3549805
Cliente 293470;PEQ8688;4106902
Cliente 293477;PEQ8690;4113700
Cliente 293480;PEQ8691;4113700
Cliente 293492;PEQ8696;3513009
Cliente 293493;PEQ8697;3534708
Cliente 293494;PEQ8698;3510401
Cliente 293497;PEQ8700;1302603
Cliente 293501;PEQ8702;4106902
Cliente 293505;PEQ8703;3550308
Cliente 293514;PEQ8709;3513009
Cliente 293520;PEQ8712;4104808
Cliente 293521;PEQ8713;4119905
Cliente 293538;PEQ8714;3551603
Cliente 293555;PEQ8715;4106902
Cliente 293558;PEQ8717;3550308
Cliente 293559;PEQ8718;3550308
Cliente 293563;PEQ8720;3510401
Cliente 293578;PEQ8726;3515509
Cliente 293583;PEQ8727;3545803
Cliente 293585;PEQ8728;3549805
Cliente 293604;PEQ8731;3511003
Cliente 293615;PEQ8732;3511003
Cliente 293626;PEQ8734;3538709
Cliente 293633;PEQ8737;3515509
Cliente 293637;PEQ8740;4118204
Cliente 293644;PEQ8743;4104808
Cliente 293649;PEQ8745;4106902
Cliente 293657;PEQ8746;3526902
Cliente 293659;PEQ8747;3537305
Cliente 293670;PEQ8756;3550308
Cliente 293673;PEQ8757;3550308
Cliente 293679;PEQ8758;4116901
Cliente 293684;PEQ8760;3506508
Cliente 293699;PEQ8762;3518800
Cliente 293703;PEQ8763;3523107
Cliente 293712;PEQ8766;3500105
Cliente 293723;PEQ8769;3527108
Cliente 293726;PEQ8771;3544608
Cliente 293727;PEQ8772;3544608
Cliente 293728;PEQ8773;3536109
Cliente 293733;PEQ8774;3544608
Cliente 293745;PEQ8776;3520509
Cliente 293747;PEQ8778;3531407
Cliente 293748;PEQ8779;3518800
Cliente 293749;PEQ8780;4118204
Cliente 293761;PEQ8782;4127106
Cliente 293767;PEQ8783;3534708
Cliente 293768;PEQ8784;3526902
Cliente 293769;PEQ8785;3546405
Cliente 293770;PEQ8786;3546405
Cliente 293788;PEQ8787;4113700
Cliente 293791;PEQ8788;3546405
Cliente 293792;PEQ8789;3512407
Cliente 293793;PEQ8790;3506508
Cliente 293813;PEQ8792;4119905
Cliente 293819;PEQ8793;3557105
Cliente 293823;PEQ8795;3525706
Cliente 293824;PEQ8796;3525706
Cliente 293828;PEQ8797;3517802
Cliente 293830;PEQ8798;4106902
Cliente 293831;PEQ8799;3536109
Cliente 293845;PEQ8800;3552205
Cliente 293869;PEQ8808;3541406
Cliente 293873;PEQ8809;3506508
Cliente 293875;PEQ8810;4127106
Cliente 293876;PEQ8811;3500105
Cliente 293878;PEQ8812;4106902
Cliente 293889;PEQ8818;4109708
Cliente 293899;PEQ8820;4108304
Cliente 293901;PEQ8821;4108304
Cliente 293926;PEQ8823;3536109
Cliente 293927;PEQ8824;3502804
Cliente 293968;PEQ8830;4104808
Cliente 293970;PEQ8831;3545803
Cliente 293971;PEQ8832;3543402
Cliente 293972;PEQ8833;3550308
Cliente 293980;PEQ8834;3534708
Cliente 293991;PEQ8836;3303302
Cliente 294000;PEQ8837;4109708
Cliente 294053;PEQ8838;3549805
Cliente 294058;PEQ8839;3541406
Cliente 294062;PEQ8842;3550308
Cliente 294075;PEQ8847;3510401
Cliente 294076;PEQ8848;4111803
Cliente 294088;PEQ8849;4101507
Cliente 294100;PEQ8852;3511003
Cliente 294117;PEQ8857;3556206
Cliente 294128;PEQ8862;3511003
Cliente 294139;PEQ8865;3550308
Cliente 294140;PEQ8866;3521606
Cliente 294144;PEQ8867;4111803
Cliente 294152;PEQ8869;3511003
Cliente 294163;PEQ8872;3553401
Cliente 294166;PEQ8873;3533403
Cliente 294168;PEQ8874;4128104
Cliente 294170;PEQ8875;3511003
Cliente 294171;PEQ8876;3528106
Cliente 294173;PEQ8877;3506508
Cliente 294176;PEQ8878;3508108
Cliente 294183;PEQ8879;4105508
Cliente 294184;PEQ8880;3550308
Cliente 294187;PEQ8882;4124103
Cliente 294189;PEQ8883;4109708
Cliente 294199;PEQ8888;3522505
Cliente 294204;PEQ8889;3554102
Cliente 294206;PEQ8891;4100400
Cliente 294207;PEQ8892;3550308
Cliente 294210;PEQ8893;4112801
Cliente 294212;PEQ8894;3550308
Cliente 294215;PEQ8895;3550308
Cliente 294216;PEQ8896;3550308
Cliente 294220;PEQ8897;3510401
Cliente 294233;PEQ8898;3545803
Cliente 294237;PEQ8900;3556206
Cliente 294243;PEQ8901;3502804
Cliente 294245;PEQ8903;4100400
Cliente 294246;PEQ8904;3533403
Cliente 294253;PEQ8906;4102406
Cliente 294255;PEQ8907;4118204
Cliente 294273;PEQ8909;3109006
Cliente 294274;PEQ8910;3533403
Cliente 294278;PEQ8912;3510401
Cliente 294288;PEQ8913;3503208
Cliente 294290;PEQ8914;3538709
Cliente 294291;PEQ8915;3538709
Cliente 294292;PEQ8916;3538709
Cliente 294297;PEQ8917;3521606
Cliente 294300;PEQ8920;4106902
Cliente 294301;PEQ8921;4101507
Cliente 294302;PEQ8922;3514403
Cliente 294319;PEQ8923;3550308
Cliente 294327;PEQ8925;4118204
Cliente 294367;PEQ8928;3554102
Cliente 294374;PEQ8929;3541406
Cliente 294375;PEQ8930;3535507
Cliente 294379;PEQ8931;3550308
Cliente 294380;PEQ8932;3550308
Cliente 294387;PEQ8933;3525706
Cliente 294388;PEQ8934;3525706
Cliente 294392;PEQ8935;4116901
Cliente 294393;PEQ8936;3543402
Cliente 294394;PEQ8937;3543402
Cliente 294397;PEQ8938;4124103
Cliente 294403;PEQ8939;4118204
Cliente 294406;PEQ8940;3550308
Cliente 294410;PEQ8941;3533403
Cliente 294428;PEQ8944;4113700
Cliente 294445;PEQ8947;3522505
Cliente 294472;PEQ8955;3550308
Cliente 294485;PEQ8957;3550308
Cliente 294495;PEQ8961;3550308
Cliente 294523;PEQ8963;3506508
Cliente 294539;PEQ8965;3549805
Cliente 294542;PEQ8966;3549805
Cliente 294544;PEQ8967;3533403
Cliente 294562;PEQ8970;3556206
Cliente 294563;PEQ8971;3550308
Cliente 294581;PEQ8972;4122404
Cliente 294616;PEQ8975;3535507
Cliente 294628;PEQ8976;3507605
